Number,GivenName,Surname,Birthday,StreetAddress,NameSet,EmailAddress,TelephoneNumber,Kilograms,CCType,CCNumber,CVV2,CCExpires,Vehicle
1344,Tanja,Müller,1/25/1989,"Rudower Chaussee 95",German,TanjaMuller@rhyta.com,"0971 60 44 66",92.3,Visa,4539581555431288,340,8/2020,"1995 Holden Nova"
1365,Loyal,Bouvier,4/15/1932,"69 rue La Boétie",French,LoyalBouvier@cuvox.de,01.78.87.54.96,61.9,MasterCard,5142984214049283,705,6/2019,"2008 Toyota Previa"
1345,Claudia,Eggers,6/17/1971,"Ollenhauer Str. 59",German,ClaudiaEggers@superrito.com,"0711 74 54 29",77.5,MasterCard,5214054329543076,618,3/2018,"1993 Zastava 65"
1367,Honore,Dubé,10/7/1945,"37 rue Adolphe Wurtz",French,HonoreDube@rhyta.com,04.22.10.71.28,93.6,Visa,4532478410109869,088,7/2018,"2008 Honda Legend"
1347,Daniel,Herrmann,9/13/1961,"Kantstraße 98",German,DanielHerrmann@teleworm.us,"03731 96 07 53",85.2,Visa,4556528949506406,960,3/2021,"2003 Jeep Wrangler"
1368,Landers,Dubois,5/20/1973,"48 rue Jean-Monnet",French,LandersDubois@jourrapide.com,01.51.67.40.00,112.3,Visa,4539850800897084,275,3/2019,"2008 Kia Amanti"
1348,Doreen,Busch,11/1/1947,"Paul-Nevermann-Platz 91",German,DoreenBusch@cuvox.de,"09771 89 97 87",59.0,MasterCard,5159445277222654,661,8/2020,"2003 Samsung SM3"
1371,Soren,Quiron,2/2/1970,"44 place Stanislas",French,SorenQuiron@gustr.com,01.20.54.95.13,81.3,Visa,4539225236095928,495,10/2019,"1995 Morgan Plus 4"
1350,Christin,Fuhrmann,1/12/1963,"Anhalter Strasse 52",German,ChristinFuhrmann@fleckens.hu,"06362 84 64 65",81.6,Visa,4532547092792612,811,8/2018,"2007 Renault Twingo"
1372,Corinne,Riquier,4/2/1947,"55 Chemin Challet",French,CorinneRiquier@gustr.com,05.68.96.09.86,52.6,Visa,4485828732472212,330,3/2021,"2005 Ferrari 575M Maranello"
1353,Angelika,Friedman,1/6/1932,"Straße der Pariser Kommune 51",German,AngelikaFriedman@teleworm.us,"0221 48 99 23",76.4,Visa,4929895808884418,747,1/2021,"2008 Hummer H3"
1373,Frédéric,Rocher,11/5/1960,"9 Chemin Du Lavarin Sud",French,FredericRocher@jourrapide.com,02.46.20.68.16,103.4,MasterCard,5451100282799510,706,3/2019,"2011 Volkswagen CC"
1354,Sabine,Holzman,2/22/1990,"Flughafenstrasse 46",German,SabineHolzman@fleckens.hu,"09642 44 00 99",88.5,Visa,4929314399321798,103,5/2021,"2002 Mitsubishi Dingo"
1377,Chantal,Moquin,8/12/1977,"41 rue Jean-Monnet",French,ChantalMoquin@einrot.com,01.80.52.60.08,76.0,Visa,4539460794338739,890,7/2021,"2002 Ford Escape"
1355,Gabriele,Schweitzer,1/30/1979,"An der Schillingbrucke 51",German,GabrieleSchweitzer@armyspy.com,"07331 35 70 91",93.8,MasterCard,5545964074686161,417,5/2019,"2006 Chevrolet Colorado"
1381,Laure,Arnoux,8/1/1996,"91 Rue Bonnet",French,LaureArnoux@rhyta.com,01.95.84.17.32,78.2,MasterCard,5132279815760566,359,8/2019,"2011 Pagani Zonda"
1356,Peter,Klein,3/20/1990,"Lützowplatz 24",German,PeterKlein@fleckens.hu,"06581 79 39 13",87.1,MasterCard,5333017408457365,893,6/2017,"2004 Infiniti I"
1382,Renée,Fluet,7/30/1947,"19 rue des Chaligny",French,ReneeFluet@jourrapide.com,04.93.88.35.88,78.1,MasterCard,5254332098113920,051,3/2020,"1992 Honda Legend"
1359,Stefan,Osterhagen,4/27/1941,"Hardenbergstraße 42",German,StefanOsterhagen@superrito.com,"06382 24 26 80",105.3,Visa,4716355978288533,031,8/2018,"2008 Saturn Sky"
1383,Karlotta,Boisclair,4/7/1938,"50 Avenue des Tuileries",French,KarlottaBoisclair@superrito.com,03.32.81.66.85,90.2,MasterCard,5544225579912622,176,3/2020,"1995 Innocenti Mille"
1363,Martina,Abendroth,10/4/1983,"Esplanade 33",German,MartinaAbendroth@einrot.com,"09401 87 03 60",79.6,Visa,4539978539620079,180,1/2018,"2002 Toyota Sienna"
1386,Barry,Séguin,6/1/1981,"57 rue Isambard",French,BarrySeguin@armyspy.com,01.84.47.17.42,91.2,Visa,4916070309304408,079,7/2021,"2004 Peugeot 306"
1364,Monika,Bürger,3/13/1934,"Kantstrasse 8",German,MonikaBurger@cuvox.de,"0911 84 04 36",62.5,Visa,4716229755484963,212,11/2020,"1995 Opel Tigra"
1391,Fabienne,Gilbert,9/29/1939,"70 boulevard Aristide Briand",French,FabienneGilbert@fleckens.hu,02.47.09.13.92,76.7,MasterCard,5361801177339382,417,7/2020,"2014 Dodge SRT Viper"
1365,Anke,Rothstein,5/7/1930,"Billwerder Neuer Deich 50",German,AnkeRothstein@rhyta.com,"09284 52 47 73",68.8,MasterCard,5342021258388000,591,10/2019,"2009 Ford Expedition"
1393,Fiacre,Baril,1/13/1957,"48 rue La Boétie",French,FiacreBaril@dayrep.com,01.22.78.00.09,104.0,MasterCard,5537266997743065,331,1/2017,"2007 Fiat Doblo"
1366,Sandra,Konig,3/23/1938,"Lützowplatz 40",German,SandraKonig@armyspy.com,"06582 77 27 20",85.7,MasterCard,5411410577082491,210,5/2019,"1994 Chrysler Aviat"
1394,Cinderella,Tanguay,11/4/1939,"71 avenue du Marechal Juin",French,CinderellaTanguay@armyspy.com,02.68.03.16.91,51.2,Visa,4532274828290155,126,12/2018,"2005 Noble M14"
1367,Phillipp,Schreiber,2/24/1998,"Flughafenstrasse 94",German,PhillippSchreiber@rhyta.com,"09634 80 45 94",90.4,Visa,4532792560939168,482,4/2017,"1995 Opel Corsa"
1397,Pensee,Charpentier,8/16/1932,"31 rue des lieutemants Thomazo",French,PenseeCharpentier@einrot.com,03.58.47.50.92,70.4,Visa,4556464031457110,523,4/2020,"2015 BMW i8"
1369,Sabine,Kaestner,4/15/1990,"Park Str. 53",German,SabineKaestner@dayrep.com,"0211 30 76 02",76.9,Visa,4532168650212495,859,3/2020,"2009 BMW 650"
1401,Falerina,Leclerc,7/10/1966,"30 Rue de la Pompe",French,FalerinaLeclerc@jourrapide.com,01.78.63.51.08,55.1,Visa,4556173898445791,582,9/2021,"2007 Suzuki SX4"
1371,Ines,Ostermann,6/21/1980,"Knesebeckstrasse 13",German,InesOstermann@cuvox.de,"02691 22 54 39",52.4,Visa,4556061823020385,004,7/2018,"2006 Aston Martin V8 Vantage"
1403,Ancelote,Brasseur,7/8/1987,"89 Chemin Du Lavarin Sud",French,AnceloteBrasseur@rhyta.com,03.20.60.01.10,79.5,MasterCard,5386066223261227,735,8/2019,"2002 Isuzu VehiCross"
1373,Johanna,Kappel,1/19/1947,"Schaarsteinweg 3",German,JohannaKappel@superrito.com,"09441 37 00 46",99.0,Visa,4485874815039734,540,7/2017,"2010 SsangYong Rexton"
1407,Platt,Goudreau,3/9/2001,"44 rue de la Boétie",French,PlattGoudreau@einrot.com,01.31.37.34.31,53.8,MasterCard,5234282833442552,045,4/2021,"2000 Renault Safrane"
1374,Mandy,Freytag,4/5/1935,"Lietzenburger Strasse 22",German,MandyFreytag@superrito.com,"02202 98 00 37",76.5,MasterCard,5560288391485085,607,10/2019,"2015 Lincoln MKZ"
1408,Amitee,Senneville,4/13/1980,"27 rue Pierre Motte",French,AmiteeSenneville@einrot.com,03.21.39.22.54,60.9,MasterCard,5197188842933488,952,1/2017,"2007 Skoda Superb"
1375,Manuela,Bieber,12/15/1935,"Rhinstrasse 51",German,ManuelaBieber@dayrep.com,"089 61 45 47",82.7,MasterCard,5143279875090836,506,1/2021,"1996 Isuzu Amigo"
1409,Odelette,Jalbert,1/13/1949,"47 avenue Ferdinand de Lesseps",French,OdeletteJalbert@cuvox.de,05.01.90.48.63,74.9,Visa,4532598929230607,174,10/2017,"1999 Lexus ES"
1376,Max,Schmitt,5/22/1956,"Kurfürstendamm 81",German,MaxSchmitt@cuvox.de,"0375 32 74 20",104.2,MasterCard,5165128382515384,136,10/2020,"2011 Opel Combo"
1416,Hedvige,Desroches,1/3/1942,"40 Rue Joseph Vernet",French,HedvigeDesroches@armyspy.com,01.07.68.82.78,50.1,MasterCard,5259179842310749,086,8/2020,"1994 Land Rover Range Rover"
1378,Bernd,Wulf,12/27/1958,"Esplanade 62",German,BerndWulf@teleworm.us,"09402 39 15 46",78.2,Visa,4916195184772542,116,4/2018,"2012 Nissan Grand Livina"
1419,Odo,Dastous,4/13/1990,"42 rue de Groussay",French,OdoDastous@rhyta.com,01.10.36.98.49,60.8,MasterCard,5225315226639128,635,12/2017,"2004 Italdesign Visconti"
1379,Simone,Jager,1/8/1969,"Park Str. 31",German,SimoneJager@jourrapide.com,"0212 10 51 87",94.4,MasterCard,5239596111915723,146,8/2019,"1998 Bentley Turbo"
1420,Marine,David,10/29/1934,"9 rue de la République",French,MarineDavid@teleworm.us,04.35.40.67.17,49.1,Visa,4916723076886375,754,8/2017,"2007 Lotus Elise"
1383,Katja,Schmid,6/30/1931,"Eschenweg 38",German,KatjaSchmid@gustr.com,"03683 65 47 33",67.2,MasterCard,5205003396989713,617,4/2017,"1996 Daihatsu Freeclimber"
1421,Clarice,Breton,4/17/1999,"90 rue Porte d'Orange",French,ClariceBreton@fleckens.hu,05.07.28.81.93,75.7,Visa,4532340376050448,279,1/2021,"2010 Toyota Hilux"
1386,Brigitte,Scherer,10/13/1934,"Billwerder Neuer Deich 82",German,BrigitteScherer@jourrapide.com,"09262 88 18 42",92.3,Visa,4716953097003195,074,9/2018,"2001 Toyota Sequoia"
1423,Auda,St-Jean,1/6/1957,"49 rue Pierre Motte",French,AudaSt-Jean@teleworm.us,01.20.58.52.52,91.7,MasterCard,5230216954309822,542,2/2019,"2007 Peugeot 207"
1387,Lena,Naumann,9/22/1934,"Genslerstraße 22",German,LenaNaumann@rhyta.com,"030 20 41 51",74.6,Visa,4716762214027932,488,1/2017,"2001 Fiat Brava"
1426,Mireille,Deniger,8/16/1998,"43 rue Beauvau",French,MireilleDeniger@armyspy.com,04.91.28.48.57,64.1,MasterCard,5118959873415033,773,4/2017,"1993 Chrysler ES"
1388,Annett,Gottlieb,12/29/1964,"Gruenauer Strasse 20",German,AnnettGottlieb@superrito.com,"04173 13 98 98",81.8,Visa,4929754983799950,907,8/2018,"2010 Hummer H3"
1428,Clothilde,Mainville,8/13/1977,"84 boulevard Amiral Courbet",French,ClothildeMainville@rhyta.com,04.05.10.13.69,55.3,MasterCard,5180528040758584,837,5/2018,"2009 SsangYong Kyron"
1392,Marko,Eisenhower,6/3/1931,"An der Alster 7",German,MarkoEisenhower@gustr.com,"038787 65 32",90.4,MasterCard,5347460196679549,933,11/2018,"2011 Honda Insight"
1431,Dorene,Doiron,10/30/1986,"70 Avenue des Tuileries",French,DoreneDoiron@fleckens.hu,01.19.09.46.15,59.2,MasterCard,5373717017586402,751,6/2017,"2004 Proton 300"
1393,Martina,Gloeckner,2/19/1954,"Mohrenstrasse 99",German,MartinaGloeckner@jourrapide.com,"07383 60 04 61",86.4,MasterCard,5591260639964638,624,6/2021,"2007 Alfa Romeo Brera"
1433,Melville,Lafond,1/9/1997,"86 rue Adolphe Wurtz",French,MelvilleLafond@jourrapide.com,02.49.39.63.87,81.6,MasterCard,5237366511919879,090,8/2018,"1993 Tata Estate"
1394,Jana,Nagel,6/8/1932,"Ziegelstr. 71",German,JanaNagel@rhyta.com,"08533 45 62 42",79.8,MasterCard,5570501006826891,880,12/2017,"1994 Alfa Romeo 145"
1439,Tilly,Chaussée,6/12/1946,"78 Avenue De Marlioz",French,TillyChaussee@jourrapide.com,01.50.46.89.02,90.7,Visa,4556822025661874,379,7/2018,"2010 Kia Opirus"
1396,Claudia,Koertig,12/20/1937,"Schönwalder Allee 11",German,ClaudiaKoertig@rhyta.com,"04337 24 82 51",70.7,MasterCard,5111510319893585,516,9/2018,"1996 Beijing BJ 2021"
1441,Laurene,Bureau,1/20/1940,"67 rue Victor Hugo",French,LaureneBureau@jourrapide.com,01.17.23.13.45,73.0,MasterCard,5452226998169158,599,6/2018,"2015 Maserati Ghibli S Q4 Ermenegildo Zegna"
1397,Matthias,Fuhrmann,12/19/1969,"Gubener Str. 68",German,MatthiasFuhrmann@gustr.com,"08024 34 38 38",78.6,Visa,4532347976664130,047,2/2021,"2000 Jaguar XKR"
1447,Madelene,Grandpré,7/31/1951,"44 avenue Jules Ferry",French,MadeleneGrandpre@superrito.com,02.26.79.61.37,84.6,Visa,4556491834760630,881,10/2021,"2006 Ferrari F430"
1404,Mario,Hertzog,8/18/1964,"Holstenwall 36",German,MarioHertzog@dayrep.com,"034652 50 13",108.3,Visa,4556274271820343,006,7/2019,"2009 Ford Shelby GT 500"
1448,Margaux,Desroches,8/18/1988,"89 Chemin des Bateliers",French,MargauxDesroches@einrot.com,02.97.97.70.25,59.7,Visa,4556579444612165,356,6/2019,"2006 Mercedes-Benz SLR McLaren"
1406,Anke,Freud,5/7/1971,"Karl-Liebknecht-Strasse 35",German,AnkeFreud@rhyta.com,"04254 51 03 24",90.7,Visa,4716920979959364,883,7/2021,"2003 Lotus Esprit"
1449,Caresse,Goddu,9/22/1945,"66 Place de la Madeleine",French,CaresseGoddu@cuvox.de,01.03.64.16.85,62.5,MasterCard,5522325155183428,917,4/2020,"2003 Hyundai Dynasty"
1407,Ines,Durr,1/7/1981,"Inge Beisheim Platz 68",German,InesDurr@cuvox.de,"04121 51 45 48",59.2,Visa,4532711063360763,499,1/2018,"2005 Alfa Romeo 156"
1450,Merle,Clavet,10/12/1976,"60 Place de la Madeleine",French,MerleClavet@superrito.com,01.79.62.56.77,77.7,Visa,4716365167024862,438,3/2019,"2002 Eagle Vision"
1411,Ralph,Urner,12/24/1957,"Wallstrasse 10",German,RalphUrner@armyspy.com,"02653 39 51 80",96.1,Visa,4532513273715293,188,2/2020,"2003 Pininfarina Enjoy"
1456,Lothair,D'Aoust,1/15/1978,"48 rue du Général Ailleret",French,LothairDAoust@dayrep.com,01.19.46.31.30,71.6,MasterCard,5114776764383888,825,8/2020,"2004 Oldsmobile Alero"
1412,Petra,Schmidt,9/6/1956,"Storkower Strasse 18",German,PetraSchmidt@teleworm.us,"02626 44 67 41",95.5,Visa,4929568005203159,481,6/2018,"2014 Hyundai Santa Fe Sport"
1459,Esperanza,Tessier,9/3/1968,"48 rue Bonneterie",French,EsperanzaTessier@armyspy.com,05.01.37.74.37,58.3,Visa,4916535709546980,535,6/2018,"2004 Fiat Stilo"
1413,Wolfgang,Schäfer,12/10/1947,"Luebecker Strasse 85",German,WolfgangSchafer@jourrapide.com,"09523 45 40 98",100.0,MasterCard,5481168059784902,004,3/2017,"2004 BMW 320"
1462,Madeleine,Adler,10/28/1971,"46 rue Pierre Motte",French,MadeleineAdler@dayrep.com,04.79.04.15.79,51.1,Visa,4539783739170069,722,1/2020,"2015 Lexus NX 300h"
1414,Katja,Pabst,4/23/1977,"Eichendorffstr. 58",German,KatjaPabst@fleckens.hu,"07532 91 54 09",53.7,Visa,4556907779601679,823,12/2019,"2008 Mazda MX-5 Miata"
1464,Aleron,Allaire,10/2/1972,"41 rue du Paillle en queue",French,AleronAllaire@cuvox.de,01.06.50.15.64,90.3,Visa,4929920105026750,592,8/2019,"1993 Toyota Corolla"
1415,Karin,Kirsch,1/11/1933,"Spresstrasse 76",German,KarinKirsch@rhyta.com,"0471 91 35 30",68.4,MasterCard,5570661045011192,086,7/2018,"2010 Daewoo Lacetti"
1465,Dominic,Quenneville,1/21/1976,"38 rue Goya",French,DominicQuenneville@teleworm.us,01.56.12.26.02,66.8,Visa,4485444053261737,726,12/2017,"2011 Nissan Quest"
1419,Kerstin,Hoover,7/28/1964,"Rudolstaedter Strasse 93",German,KerstinHoover@superrito.com,"06021 26 42 99",102.4,MasterCard,5438402083650910,748,8/2021,"1998 Beijing BJ 2021"
1468,Catherine,Trudeau,10/27/1939,"26 place Maurice-Charretier",French,CatherineTrudeau@rhyta.com,01.08.96.93.04,60.1,Visa,4929334119669839,122,2/2021,"2011 Jeep Wrangler"
1420,Ute,Engel,9/26/1958,"Brandenburgische Str. 62",German,UteEngel@fleckens.hu,"07053 32 72 74",96.7,MasterCard,5405953388817033,870,8/2019,"1997 Mazda MX-5 Miata"
1471,Leroy,Duval,2/22/1960,"7 rue de la Mare aux Carats",French,LeroyDuval@cuvox.de,01.84.35.17.49,88.9,MasterCard,5408362715292877,607,12/2017,"2009 Lexus IS"
1421,Lea,Eberhardt,10/6/1940,"Güntzelstrasse 69",German,LeaEberhardt@armyspy.com,"06531 97 93 00",63.0,MasterCard,5176071907967010,764,1/2020,"1992 Fiat Tempra"
1473,Millard,Chauvin,1/29/1982,"36 Rue Joseph Vernet",French,MillardChauvin@dayrep.com,05.52.13.92.02,64.3,MasterCard,5472755246554635,929,9/2017,"2004 Ford C-MAX"
1422,Alexander,Vogt,1/27/1976,"Ufnau Strasse 47",German,AlexanderVogt@jourrapide.com,"08341 35 09 20",66.1,Visa,4556211002107855,994,9/2017,"2006 Hyundai Azera"
1476,Ila,Deblois,4/24/1991,"37 Rue du Palais",French,IlaDeblois@cuvox.de,03.23.79.53.27,79.1,MasterCard,5239515473135928,175,10/2021,"2001 BMW 740"
1423,Florian,Thalberg,7/14/1994,"Kirchenallee 99",German,FlorianThalberg@rhyta.com,"09921 64 41 16",74.8,MasterCard,5232682826376182,085,8/2018,"2003 Ferrari Maranello"
1482,Brie,Jardine,2/12/1947,"44 Place de la Gare",French,BrieJardine@teleworm.us,05.17.56.64.64,82.4,Visa,4485518790475153,160,12/2017,"2006 Ford Expedition"
1427,Jennifer,Weissmuller,8/18/1951,"Luetzowplatz 91",German,JenniferWeissmuller@einrot.com,"06572 96 04 53",99.6,Visa,4485752427295417,609,6/2021,"1995 Daihatsu Feroza"
1484,Fealty,Parent,3/21/1932,"82 rue Michel Ange",French,FealtyParent@einrot.com,02.67.34.99.57,94.1,Visa,4916166630050593,896,10/2018,"2003 Alfa Romeo 147"
1436,Lena,Theissen,4/23/1971,"Paderborner Strasse 76",German,LenaTheissen@fleckens.hu,"08247 27 16 23",85.1,MasterCard,5129354455788063,830,6/2019,"2001 Volkswagen New Beetle"
1485,Arienne,Rodrigue,10/30/1971,"48 rue Reine Elisabeth",French,ArienneRodrigue@fleckens.hu,01.54.36.50.91,57.3,Visa,4485493638468150,578,12/2018,"2005 Buick Regal"
1438,Uwe,Boehm,8/3/1932,"Anhalter Strasse 83",German,UweBoehm@fleckens.hu,"06372 33 99 79",86.0,Visa,4716576068372818,307,3/2017,"2005 BMW 545"
1498,Josette,Batard,8/11/1972,"96 rue des Chaligny",French,JosetteBatard@jourrapide.com,04.01.88.69.88,60.3,Visa,4929181326993522,963,6/2017,"2001 Seat Leon"
1447,Laura,Neudorf,2/13/1949,"Rankestraße 7",German,LauraNeudorf@teleworm.us,"08463 45 00 26",86.4,MasterCard,5567156691754497,703,11/2021,"1994 Opel Calibra"
1499,Kerman,Lamoureux,6/1/1940,"3 rue de Lille",French,KermanLamoureux@einrot.com,01.33.64.30.39,94.9,Visa,4716561161023815,518,9/2018,"2015 Volkswagen Eos"
1448,Martina,Vogler,4/8/1987,"Koepenicker Str. 68",German,MartinaVogler@dayrep.com,"06774 53 47 47",54.5,Visa,4539277315741716,228,10/2018,"2003 Mitsubishi Eclipse"
1502,Annot,Bélair,12/12/1997,"82 rue La Boétie",French,AnnotBelair@fleckens.hu,01.17.20.48.43,81.8,Visa,4532415854160487,096,6/2017,"1997 Nissan Maxima"
1449,Benjamin,Schwartz,7/12/1950,"Esplanade 54",German,BenjaminSchwartz@rhyta.com,"09373 51 82 22",108.0,MasterCard,5133144191821458,883,6/2017,"2000 Seat Ibiza"
1504,Marthe,Vernadeau,7/30/2000,"63 rue Petite Fusterie",French,MartheVernadeau@rhyta.com,02.01.59.35.33,79.1,Visa,4485841050048894,258,9/2018,"2006 Ford Bantam"
1450,Juliane,Schuhmacher,3/10/1955,"Gotzkowskystrasse 13",German,JulianeSchuhmacher@cuvox.de,"02681 30 09 16",75.1,Visa,4539178938258825,172,10/2019,"2010 Volkswagen Jetta"
1505,Philippe,Mailloux,3/11/1937,"95 rue du Général Ailleret",French,PhilippeMailloux@fleckens.hu,05.10.59.74.83,102.2,MasterCard,5266994504690621,630,7/2018,"2011 Chevrolet Express"
1452,Anja,Baumgartner,9/6/1937,"Buelowstrasse 22",German,AnjaBaumgartner@fleckens.hu,"02661 11 98 54",63.4,Visa,4539463667562625,985,1/2019,"2005 Toyota Corolla"
1507,Roux,Lefèbvre,11/28/1944,"63 Quai des Belges",French,RouxLefebvre@teleworm.us,01.24.17.19.69,65.5,Visa,4556688134563396,559,3/2017,"2007 Mitsubishi Galant"
1453,René,Pabst,10/6/1963,"Eschenweg 13",German,RenePabst@teleworm.us,"03683 23 40 15",80.6,Visa,4716537027179512,837,12/2018,"1993 Citroen BX"
1510,Philippine,Bussière,11/14/1956,"76 rue Petite Fusterie",French,PhilippineBussiere@dayrep.com,03.53.82.77.60,73.5,MasterCard,5557212384334832,997,10/2019,"2015 Mazda CX-5"
1458,Andrea,Brandt,9/14/1932,"Meinekestraße 72",German,AndreaBrandt@fleckens.hu,"05502 85 23 13",52.5,Visa,4556289117502194,461,12/2017,"2004 Jeep Cherokee"
1511,Clarimunda,Jalbert,7/16/1945,"4 Faubourg Saint Honoré",French,ClarimundaJalbert@armyspy.com,01.03.94.90.20,68.3,Visa,4556051787725426,952,2/2019,"2002 Toyota Sienna"
1461,Christina,Hertzog,12/20/1997,"Sömmeringstr. 54",German,ChristinaHertzog@gustr.com,"07232 99 23 03",67.7,MasterCard,5568324524352090,607,9/2021,"2004 BMW 320"
1512,Armand,Caisse,8/3/1947,"53 rue du Paillle en queue",French,ArmandCaisse@gustr.com,01.74.16.86.70,68.6,Visa,4929677520444402,659,5/2019,"2005 Toyota Celsior"
1463,Dieter,Brauer,8/20/1965,"Pappelallee 28",German,DieterBrauer@einrot.com,"036964 72 68",114.4,MasterCard,5551556459994664,450,12/2020,"2000 Chrysler Java"
1514,Marshall,Beaudoin,10/17/1945,"29 rue Charles Corbeau",French,MarshallBeaudoin@teleworm.us,01.50.00.71.59,94.7,MasterCard,5323538176220356,398,3/2018,"2000 Ariel Atom"
1464,Sabrina,Fassbinder,9/8/1954,"Kantstraße 30",German,SabrinaFassbinder@armyspy.com,"03725 87 82 04",81.5,MasterCard,5502387794432255,117,2/2017,"2004 SsangYong Korando"
1517,Odelette,Barteaux,1/23/1965,"15 rue Marie de Médicis",French,OdeletteBarteaux@cuvox.de,03.09.88.38.87,50.9,MasterCard,5123187669847895,104,11/2020,"2006 Porsche Boxster"
1465,Marie,Glockner,10/15/1986,"Alt-Moabit 76",German,MarieGlockner@einrot.com,"03441 70 33 09",74.6,Visa,4539431651826595,399,5/2021,"2006 Hyundai Tiburon"
1519,Azura,Lacombe,8/29/1977,"7 rue Grande Fusterie",French,AzuraLacombe@gustr.com,04.88.05.28.40,67.9,MasterCard,5365156572781084,850,11/2019,"2009 Volkswagen Golf"
1468,Sara,Wirth,2/27/1949,"Bissingzeile 16",German,SaraWirth@teleworm.us,"04768 48 33 73",98.9,Visa,4532841808810101,247,7/2020,"2001 Nissan Maxima"
1520,Erembourg,Lebel,5/30/1968,"83 Place du Jeu de Paume",French,ErembourgLebel@dayrep.com,04.94.42.44.55,95.8,Visa,4716416132565586,118,6/2017,"2007 Cadillac XLR"
1475,Simone,Schroeder,2/12/1968,"Albrechtstrasse 97",German,SimoneSchroeder@superrito.com,"0861 37 79 35",62.3,MasterCard,5193172777541387,327,6/2020,"2003 Nissan Quest"
1522,Forrest,Brian,10/31/1953,"25 avenue Ferdinand de Lesseps",French,ForrestBrian@fleckens.hu,05.61.52.83.37,87.6,Visa,4929163728929676,935,12/2020,"2003 Volkswagen Polo"
1478,Claudia,Mehler,10/11/1942,"Karl-Liebknecht-Strasse 58",German,ClaudiaMehler@dayrep.com,"04251 22 45 60",56.9,Visa,4929337093942437,365,11/2018,"2008 Toyota Prius"
1526,Algernon,Vaillancour,9/7/1989,"47 Rue Frédéric Chopin",French,AlgernonVaillancour@einrot.com,01.37.37.28.19,81.1,MasterCard,5190713319522949,117,5/2019,"1996 Ford Saetta"
1480,Tim,Drechsler,6/29/1997,"Budapester Strasse 54",German,TimDrechsler@einrot.com,"04329 42 30 21",90.7,Visa,4532693235640233,065,7/2019,"2009 Proton Arena"
1528,Philippine,Mailly,1/30/1945,"28 rue Pierre De Coubertin",French,PhilippineMailly@armyspy.com,05.87.35.56.37,98.7,Visa,4929897556993680,216,10/2019,"2009 Audi S5"
1481,Uwe,Koehler,10/26/1983,"Fischerinsel 52",German,UweKoehler@rhyta.com,"02161 41 07 87",62.2,MasterCard,5116776466981813,231,4/2018,"1994 Acura NSX"
1529,Hardouin,Simard,2/13/1982,"33 rue de Groussay",French,HardouinSimard@armyspy.com,05.64.91.76.31,109.4,MasterCard,5595095828059071,810,10/2018,"2010 Mazda Premacy"
1484,Jan,Adler,11/29/1963,"Kastanienallee 12",German,JanAdler@rhyta.com,"04934 92 57 28",64.8,Visa,4916174559448616,511,12/2018,"2010 Suzuki Equator"
1530,Montague,Gregoire,12/16/1980,"67 rue Michel Ange",French,MontagueGregoire@jourrapide.com,02.63.70.54.67,81.6,Visa,4916355701618525,348,2/2021,"2010 Dodge Viper"
1486,Benjamin,Kaestner,10/20/1970,"Kieler Strasse 35",German,BenjaminKaestner@jourrapide.com,"08641 41 99 58",103.9,Visa,4716520019130891,612,2/2021,"1994 Chrysler Voyager"
1534,Audric,Caya,8/9/1986,"59 avenue de Bouvines",French,AudricCaya@teleworm.us,04.36.40.78.18,60.6,MasterCard,5114749182462501,973,11/2019,"2011 Hyundai Terracan"
1490,Ursula,Kaestner,5/5/1984,"Knesebeckstrasse 75",German,UrsulaKaestner@jourrapide.com,"02687 88 84 56",87.3,Visa,4539425582277316,679,5/2020,"1994 Porsche 993"
1537,Jacquenett,Mazuret,8/19/1981,"89 Place de la Madeleine",French,JacquenettMazuret@dayrep.com,01.03.49.61.98,50.3,Visa,4556764851760166,779,2/2018,"2000 Land Rover Freelander"
1491,Ulrike,Fuchs,1/4/1951,"Michaelkirchstr. 60",German,UlrikeFuchs@armyspy.com,"05676 50 74 71",79.2,MasterCard,5116130543325950,634,6/2020,"2006 Nissan Armada"
1538,Renée,Lemelin,12/1/1965,"92 place de Miremont",French,ReneeLemelin@gustr.com,01.90.26.49.20,91.4,Visa,4539504624540756,806,1/2017,"2001 Hyundai Atos"
1496,Brigitte,Meyer,1/20/1963,"Hallesches Ufer 36",German,BrigitteMeyer@gustr.com,"06864 88 82 22",91.6,MasterCard,5224675251415111,209,4/2018,"2004 Chrysler Voyager"
1544,Thérèse,Houle,9/20/1940,"44 Rue Bonnet",French,ThereseHoule@cuvox.de,01.51.85.66.02,64.2,MasterCard,5247056379123957,779,6/2017,"2006 BMW 335"
1506,Paul,Dietrich,3/8/1977,"Straße der Pariser Kommune 71",German,PaulDietrich@jourrapide.com,"0231 14 21 68",86.5,MasterCard,5559109840656501,300,1/2018,"2008 Suzuki Forenza"
1550,Noémi,Dandonneau,12/30/1994,"18 avenue Ferdinand de Lesseps",French,NoemiDandonneau@teleworm.us,05.97.43.68.42,92.7,Visa,4556212097795372,494,3/2020,"2000 Nissan R 390 GT1"
1509,Swen,Scholz,9/26/1996,"Fischerinsel 47",German,SwenScholz@dayrep.com,"02151 14 72 30",95.6,Visa,4485517600181316,972,3/2019,"2010 Alfa Romeo GT"
